회사명,채용공고사항,링크,지역,경력,학력,월급
(주)클래스유,[클래스유] 백엔드 엔지니어(B.E),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49820812&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,경력3년↑,대졸↑,정규직
(주)에이아이세스,지식기반 AI 챗봇 시니어급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868691&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,경력 6~10년,학력무관,정규직
(주)에이아이세스,딥러닝 음성인식 개발자 시니어급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868694&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 6~10년,학력무관,정규직
(주)에이아이세스,AI 모델(sLLM)개발자 주니어급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868625&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,신입·경력,학력무관,정규직
(주)에이아이세스,AI 모델(sLLM)개발자 시니어급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868640&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,경력 4~15년,학력무관,정규직
(주)에이아이세스,지식기반 문서생성(AI) 시니어급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868702&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,경력 6~10년,학력무관,정규직
(주)에이아이세스,지식기반 문서생성(AI) 주니어급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49868717&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,경력 2~5년,학력무관,정규직
(주)엠트리센,MLOps  정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004022&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울전체,경력 3~15년,대졸↑,정규직
유일미크론,[유일미크론] 품질관리 인재를 모십니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50007842&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 화성시,경력,고졸↑,정규직
온리원파트너스(주),매이저DB및 정보통신기업 데이터조직 총괄리더 채용건,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50035999&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력15년↑,대졸↑,정규직
(주)에스지시큐리티컨설팅,AI 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50061807&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력무관,초대졸↑,정규직
(주)시스트란,자연어 처리(NLP) 엔지니어 모집  - Junior,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49691498&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,대전 서구,신입·경력,대졸↑,정규직
(주)쟈뎅드에덴,원예 식물디자인 플랜테리어 조경 시공  꽃 플로리스트 구인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49718355&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 영등포구,경력1년↑,학력무관,정규직
(주)인딥에이아이,AI채용솔루션 AI엔지니어 우수인재 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49771471&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력3년↑,대졸↑,정규직
(주)트롤스,Azure Cloud의 App Services 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49811677&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 용인시 기흥구,경력5년↑,대졸↑,프리랜서
(주)시스트란,Data 엔지니어 - Junior  (대전 근무),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49869039&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,대전전체,신입·경력,대졸↑,정규직
(주)보이스루,[카카오 계열사]Prompt Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49874666&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력무관,학력무관,정규직
올거나이즈코리아(주),프로젝트매니저[8년이상],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49929563&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력8년↑,고졸↑,정규직
올거나이즈코리아(주),재무 관리-경력 [일본],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49930078&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,일본 도쿄,경력3년↑,고졸↑,정규직
올거나이즈코리아(주),프로젝트매니저[3년미만],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49929660&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,신입·경력,고졸↑,계약직
올거나이즈코리아(주),프로젝트매니저[3~5년],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49929634&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~5년,고졸↑,계약직
(주)포지큐브,NodeJS 백엔드 주니어 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49955623&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 1~3년,학력무관,정규직
(주)포지큐브,Technical AI 프로젝트 매니저 (5~8년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49955668&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 5~8년,학력무관,정규직
(주)포지큐브,Technical AI 프로젝트 매니저 9~12년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49955846&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 9~12년,학력무관,정규직
메가존소프트(주),"Data 직군 채용(Back-end, Data Engineer)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49986034&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 과천시,경력3년↑,학력무관,정규직
(주)쟈뎅드에덴,홍보필름 영상촬영 편집 [ 식물 공간 인테리어 ] 프리랜서 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50057182&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 영등포구,경력2년↑,학력무관,무기계약직·계약직
(주)딥브레인에이아이,[딥브레인AI] 딥러닝 연구원 / 엔지니어 모집 (전문연구요원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50073540&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력무관,석사↑,정규직
(주)시어스랩,생성형 AI 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50087865&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력 3~10년,대졸↑,정규직
(주)마인즈앤컴퍼니,[인공지능솔루션] 엔지니어 직군 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49714619&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 1~20년,대졸↑,정규직·전문연구요원
(주)마인즈앤컴퍼니,[인공지능솔루션] Business Development,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49827067&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~10년,대졸↑,정규직·프리랜서
(주)데이터메이커,ML Engineer (13년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49885420&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,대전전체,경력 13~15년,대졸↑,정규직
(주)데이터메이커,ML Engineer (3년 ~ 7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49885343&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,대전전체,경력 3~7년,대졸↑,정규직
(주)데이터메이커,ML Engineer (8년 ~ 12년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49885355&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,대전전체,경력 8~12년,대졸↑,정규직
(주)데이터디자인엔지니어링,AI/ML NLP(자연어처리) 연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49964275&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 구로구,경력3년↑,대졸↑,정규직
(주)티피씨인터넷,[티피씨인터넷] 서버 백엔드 개발자 (Node.js) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49828634&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력1년↑,고졸↑,정규직
(주)덱스터크레마,[덱스터크레마/경력] Python 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49881719&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~5년,학력무관,정규직
(주)스위피,AI서비스 기획자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49926603&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 성동구,경력1년↑,대졸↑,정규직
(주)옳은일,CAIO(AI 연구소장) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49938851&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 하남시,신입,대졸↑,계약직
(주)튜링바이오,디지털헬스케어 AI 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49954938&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 분당구,경력 5~10년,학력무관,정규직
주식회사 이지서티,[이지서티] AI 개발자 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49955089&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력1년↑,대졸↑,정규직
(주)오토노머스에이투지,[정규직] AI 딥러닝 개발자 채용(안양 평촌),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49964182&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 안양시 동안구,경력1년↑,석사↑,정규직
(주)씨앤에이아이,[CNAI] 총무(GA) 계약직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49973053&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력무관,학력무관,계약직
(주)씨앤에이아이,[CNAI] 전략 기획자 (R&D제안 및 사업관리) 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987367&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력 3~3년,학력무관,정규직
(주)씨앤에이아이,[CNAI] MLOps (AI 모델 서비스화) 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987208&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력무관,학력무관,정규직
(주)게임덱스,[게임덱스] Localization Engineer 게임 현지화 엔지니어 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50002714&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 분당구,경력무관,학력무관,정규직
(주)씨앤에이아이,[CNAI] 서비스 기획자 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50006356&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력 3~3년,학력무관,정규직
(주)아인잡,서비스플랫폼 DA/백엔드 개발/PM,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50007463&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 8~15년,대졸↑,정규직
(주)일만백만,일만백만 AI 개발자님  채용공고(서울),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50020591&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~7년,초대졸↑,정규직
(주)미로,(주)미로 기업부설연구소  병역특례 전문연구요원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50020584&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,인천 연수구,경력무관,석사↑,정규직·전문연구요원
(주)휴먼트리월드와이드,코스닥 상장사에서 AI연구소장을 채용합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50074476&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 용산구,경력8년↑,학력무관,정규직
(주)클레온,AI 콘텐츠 기획/제작 (2년 ~ 5년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50075359&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,경력 2~5년,학력무관,정규직
(주)휴먼트리월드와이드,[코스닥 상장사 AI연구소 근무 개발자 채용],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50074448&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 용산구,경력무관,학력무관,정규직
(주)엘렉시,AI개발자를 채용합니다.(전문연구요원-병역특례가능),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50087269&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력 2~15년,대졸↑,정규직·전문연구요원
(주)도슨티,"급성장 초기 AI 스타트업 사업가 마인드 회계,행정,BD,PO",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49797223&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 관악구,경력무관,학력무관,정규직·계약직
(주)도슨티,급성장 초기 AI 스타트업 수퍼 개발자 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49797217&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 관악구,경력무관,학력무관,정규직·계약직
(주)데이블,"Jr. ML Engineer(일반/전문연 현역,보충역)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49859596&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,신입·경력,대졸↑,정규직
(주)데이블,Sr. ML Engineer (3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49860243&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~7년,대졸↑,정규직
(주)도슨티,"급성장 초기 AI 스타트업 친절 에너지 회계,정부지원사업,운영",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49938809&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 관악구,경력무관,학력무관,정규직·계약직
주식회사크리에이티브통 제주,"[제주도] 실내 테마파크(경력, 신입) 정규직 채용",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50040259&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,제주 서귀포시,신입·경력,학력무관,정규직
(주)인티그리트,"[AI 플랫폼전문기업] 신사업개발, 상품기획, 마케팅 부분",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50042443&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력3년↑,학력무관,정규직
(주)인티그리트,"[지능형 로보틱스 플랫폼] AI 플랫폼,디바이스S/W, 펌웨어 개발",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50042712&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력무관,학력무관,정규직
(주)아이스크림아트,(주)아이스크림아트 AI연구소 AI기반연구팀 팀장(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50043740&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 7~10년,대졸↑,정규직
엠클라우드브리지(주),파이썬기반 생성형AI 활용 프로그래머,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49814498&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력1년↑,학력무관,정규직
(주)코그콤,인공지능 연구개발 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49869941&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력 2~8년,대졸↑,정규직
(주)제로스트에이아이,[AI 솔루션] 프리랜서 IT 솔루션 영업직 채용 (학력/경력무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49867523&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력무관,학력무관,프리랜서
(주)리얼타임메디체크,디지털 헬스케어 스타트업 AI 엔지니어 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49871404&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,인천 남동구,경력2년↑,초대졸↑,정규직
(주)광우메딕스,의료기기(양압기)영업 담당자 채용(신입환영),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49892850&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,신입·경력,초대졸↑,정규직
(주)에이치알비즈코리아,AI개발 /강화 학습 기반 NPC 제어 기술 개발/세계적인 게임사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50024175&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 분당구,경력 2~7년,대졸↑,정규직
(주)비바이노베이션,AI 기술 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50030025&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 6~15년,학력무관,정규직
블루바이저시스템즈,[블루바이저] Python 개발자 채용 (부산),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50055408&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,부산 남구,경력3년↑,학력무관,정규직
에브리에이아이코리아(주),[EvryAI] AI 솔루션 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50066978&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 분당구,경력,학력무관,정규직
(주)메타써치,[국내 TOP 핀테크 대기업]AI 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50086177&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 분당구,경력 5~10년,대졸↑,정규직
(주)키위바인,[카카오 자회사] 풀스택 개발자 채용 (경력 7년~10년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50087784&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울전체,경력 7~10년,학력무관,정규직
삼신테크,[서초] 삼성전자 R&D캠퍼스 SR사업부 베트남어 번역직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49974242&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력무관,대졸↑,계약직·파견직
바이오링크 주식회사,[바이오링크] 인공지능(AI) 개발자 정규직 모집공고 석사이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49877905&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,대구 달서구,경력3년↑,석사↑,정규직
바이오링크 주식회사,[바이오링크] 인공지능(AI) 개발자 정규직 모집공고 박사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49877886&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,대구 달서구,경력무관,박사,정규직
바이오링크 주식회사,[바이오링크] 인공지능(AI) 개발자 정규직 모집공고 학사이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49878291&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,대구 달서구,경력무관,대졸↑,정규직
제스트주식회사,AI Saas 솔루션 PM PO 사업기획 직무 [스타트업],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50007592&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 성동구,경력2년↑,대졸↑,정규직
제스트주식회사,[ZEST] AI agent Saas Fullstack 개발자 Remix Express,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50016846&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 성동구,신입·경력,학력무관,정규직
스텝업파트너스주식회사,코스닥상장 IT 문서보안/AI 솔루션 영업담당자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50053998&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 마포구,경력 5~10년,학력무관,정규직
유비스코리아,로우코드사 생성형 AI 엔지니어(팀장급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50064407&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 10~18년,대졸↑,정규직
유비스코리아,로우코드 개발 전문기업 IT영업대표(과장~임원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50064370&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 5~20년,대졸↑,정규직
(주)에스앤티써치,국내대기업 영상인식 솔루션 AI개발자 박사급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50075196&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 마포구,경력무관,박사,정규직
스텝업파트너스주식회사,[보안솔루션 코스닥상장사] 문서보안/AI 솔루션 영업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50076584&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 마포구,경력5년↑,대졸↑,정규직
(주)디엔소프트,TypeScript 백엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50081708&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 금천구,경력 1~5년,학력무관,정규직
(주)전략울림,과학기술&산업전략기획 컨설팅 지원 인턴 모집/정규직 전환 가능,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49971257&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 관악구,경력무관,초대졸↑,인턴직
(주)업스테이지,교육 사업 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997434&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 용인시 수지구,경력5년↑,고졸↑,정규직
